index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,year_end,year_start,z_bias
1362,19,15,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0024858,2005,2005,0
1363,19,15,,latin_america_southern,m_all,,,female,-99.0,,0.0003727,2005,2005,0
1364,24,20,,europe_eastern,m_all,,,female,-99.0,,0.0009492,2005,2005,0
1365,24,20,,latin_america_southern,m_all,,,female,-99.0,,0.0004259,2005,2005,0
1366,24,20,,latin_america_andean,m_all,,,female,-99.0,,0.00076,2005,2005,0
1367,24,20,,asia_east,m_all,,,female,-99.0,,0.0005257,2005,2005,0
1368,24,20,,europe_western,m_all,,,female,-99.0,,0.0002556,2005,2005,0
1369,24,20,,caribbean,m_all,,,female,-99.0,,0.0012428,2005,2005,0
1370,24,20,,north_america_high_income,m_all,,,female,-99.0,,0.0004632,2005,2005,0
1371,24,20,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0045957,2005,2005,0
1372,24,20,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0034095,2005,2005,0
1373,24,20,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0090296,2005,2005,0
1374,24,20,,asia_central,m_all,,,female,-99.0,,0.0011762,2005,2005,0
1375,24,20,,europe_central,m_all,,,female,-99.0,,0.0002976,2005,2005,0
1376,24,20,,asia_southeast,m_all,,,female,-99.0,,0.0010124,2005,2005,0
1377,24,20,,latin_america_tropical,m_all,,,female,-99.0,,0.000563,2005,2005,0
1378,24,20,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0041013,2005,2005,0
1379,24,20,,australasia,m_all,,,female,-99.0,,0.0003132,2005,2005,0
1380,24,20,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0003014,2005,2005,0
1381,24,20,,latin_america_central,m_all,,,female,-99.0,,0.0006778,2005,2005,0
1382,24,20,,asia_south,m_all,,,female,-99.0,,0.0020504,2005,2005,0
1383,24,20,,oceania,m_all,,,female,-99.0,,0.0022992,2005,2005,0
1384,29,25,,europe_central,m_all,,,female,-99.0,,0.0003536,2005,2005,0
1385,29,25,,oceania,m_all,,,female,-99.0,,0.0030312,2005,2005,0
1386,29,25,,latin_america_tropical,m_all,,,female,-99.0,,0.0007168,2005,2005,0
1387,29,25,,north_africa_middle_east,m_all,,,female,-99.0,,0.0010889,2005,2005,0
1388,29,25,,caribbean,m_all,,,female,-99.0,,0.0015356,2005,2005,0
1389,29,25,,asia_southeast,m_all,,,female,-99.0,,0.001284,2005,2005,0
1390,29,25,,asia_south,m_all,,,female,-99.0,,0.0021438,2005,2005,0
1391,29,25,,asia_central,m_all,,,female,-99.0,,0.0014151,2005,2005,0
1392,29,25,,asia_east,m_all,,,female,-99.0,,0.0006169,2005,2005,0
1393,29,25,,latin_america_southern,m_all,,,female,-99.0,,0.0005074,2005,2005,0
1394,29,25,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0174102,2005,2005,0
1395,29,25,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0003462,2005,2005,0
1396,29,25,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0045535,2005,2005,0
1397,29,25,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0051935,2005,2005,0
1398,29,25,,europe_western,m_all,,,female,-99.0,,0.0002879,2005,2005,0
1399,29,25,,latin_america_central,m_all,,,female,-99.0,,0.0007421,2005,2005,0
1400,29,25,,north_america_high_income,m_all,,,female,-99.0,,0.0005254,2005,2005,0
1401,29,25,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0065903,2005,2005,0
1402,29,25,,latin_america_andean,m_all,,,female,-99.0,,0.000855,2005,2005,0
1403,29,25,,europe_eastern,m_all,,,female,-99.0,,0.0015187,2005,2005,0
1404,34,30,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0076111,2005,2005,0
1405,34,30,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0197327,2005,2005,0
1406,34,30,,oceania,m_all,,,female,-99.0,,0.0039374,2005,2005,0
1407,34,30,,latin_america_central,m_all,,,female,-99.0,,0.0008817,2005,2005,0
1408,34,30,,north_africa_middle_east,m_all,,,female,-99.0,,0.0013485,2005,2005,0
1409,34,30,,latin_america_southern,m_all,,,female,-99.0,,0.0007014,2005,2005,0
1410,34,30,,europe_western,m_all,,,female,-99.0,,0.0004025,2005,2005,0
1411,34,30,,europe_eastern,m_all,,,female,-99.0,,0.0020742,2005,2005,0
1412,34,30,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0060725,2005,2005,0
1413,34,30,,australasia,m_all,,,female,-99.0,,0.0004461,2005,2005,0
1414,34,30,,europe_central,m_all,,,female,-99.0,,0.0005328,2005,2005,0
1415,34,30,,asia_east,m_all,,,female,-99.0,,0.0008208,2005,2005,0
1416,34,30,,asia_central,m_all,,,female,-99.0,,0.0017943,2005,2005,0
1417,34,30,,caribbean,m_all,,,female,-99.0,,0.0016921,2005,2005,0
1418,34,30,,latin_america_tropical,m_all,,,female,-99.0,,0.0009568,2005,2005,0
1419,34,30,,north_america_high_income,m_all,,,female,-99.0,,0.0006948,2005,2005,0
1420,34,30,,asia_southeast,m_all,,,female,-99.0,,0.0016299,2005,2005,0
1421,34,30,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0052646,2005,2005,0
1422,34,30,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0004469,2005,2005,0
1423,34,30,,asia_south,m_all,,,female,-99.0,,0.0022656,2005,2005,0
1424,39,35,,latin_america_tropical,m_all,,,female,-99.0,,0.0013736,2005,2005,0
1425,39,35,,europe_central,m_all,,,female,-99.0,,0.0009107,2005,2005,0
1426,39,35,,asia_central,m_all,,,female,-99.0,,0.0027704,2005,2005,0
1427,39,35,,asia_south,m_all,,,female,-99.0,,0.0027492,2005,2005,0
1428,39,35,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0180712,2005,2005,0
1429,39,35,,north_africa_middle_east,m_all,,,female,-99.0,,0.0019818,2005,2005,0
1430,39,35,,asia_southeast,m_all,,,female,-99.0,,0.0022131,2005,2005,0
1431,39,35,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0094051,2005,2005,0
1432,39,35,,caribbean,m_all,,,female,-99.0,,0.002303,2005,2005,0
1433,39,35,,australasia,m_all,,,female,-99.0,,0.0006546,2005,2005,0
1434,39,35,,asia_east,m_all,,,female,-99.0,,0.0011903,2005,2005,0
1435,39,35,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0085407,2005,2005,0
1436,39,35,,europe_western,m_all,,,female,-99.0,,0.0006297,2005,2005,0
1437,39,35,,north_america_high_income,m_all,,,female,-99.0,,0.0010496,2005,2005,0
1438,39,35,,europe_eastern,m_all,,,female,-99.0,,0.0026944,2005,2005,0
1439,39,35,,latin_america_andean,m_all,,,female,-99.0,,0.0014084,2005,2005,0
1440,39,35,,latin_america_central,m_all,,,female,-99.0,,0.001207,2005,2005,0
1441,39,35,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0065888,2005,2005,0
1442,39,35,,asia_pacific_high_income,m_all,,,female,-99.0,,0.000649,2005,2005,0
1443,39,35,,oceania,m_all,,,female,-99.0,,0.0061101,2005,2005,0
1444,44,40,,latin_america_southern,m_all,,,female,-99.0,,0.0015248,2005,2005,0
1445,44,40,,asia_southeast,m_all,,,female,-99.0,,0.0028392,2005,2005,0
1446,44,40,,europe_central,m_all,,,female,-99.0,,0.0015925,2005,2005,0
1447,44,40,,latin_america_tropical,m_all,,,female,-99.0,,0.0019885,2005,2005,0
1448,44,40,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.006877,2005,2005,0
1449,44,40,,north_america_high_income,m_all,,,female,-99.0,,0.0016648,2005,2005,0
1450,44,40,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0009534,2005,2005,0
1451,44,40,,australasia,m_all,,,female,-99.0,,0.0009748,2005,2005,0
1452,44,40,,europe_eastern,m_all,,,female,-99.0,,0.0036687,2005,2005,0
1453,44,40,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0087542,2005,2005,0
1454,44,40,,europe_western,m_all,,,female,-99.0,,0.0010486,2005,2005,0
1455,44,40,,latin_america_andean,m_all,,,female,-99.0,,0.0019068,2005,2005,0
1456,44,40,,oceania,m_all,,,female,-99.0,,0.0072583,2005,2005,0
1457,44,40,,asia_central,m_all,,,female,-99.0,,0.0034893,2005,2005,0
1458,44,40,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0091498,2005,2005,0
1459,44,40,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0148161,2005,2005,0
1460,44,40,,asia_south,m_all,,,female,-99.0,,0.0033229,2005,2005,0
1461,44,40,,north_africa_middle_east,m_all,,,female,-99.0,,0.0025622,2005,2005,0
1462,44,40,,latin_america_central,m_all,,,female,-99.0,,0.001822,2005,2005,0
1463,44,40,,caribbean,m_all,,,female,-99.0,,0.002928,2005,2005,0
1464,49,45,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0079389,2005,2005,0
1465,49,45,,north_africa_middle_east,m_all,,,female,-99.0,,0.0036551,2005,2005,0
1466,49,45,,oceania,m_all,,,female,-99.0,,0.0096578,2005,2005,0
1467,49,45,,asia_southeast,m_all,,,female,-99.0,,0.0039741,2005,2005,0
1468,49,45,,australasia,m_all,,,female,-99.0,,0.001544,2005,2005,0
1469,49,45,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0014205,2005,2005,0
1470,49,45,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0099871,2005,2005,0
1471,49,45,,asia_east,m_all,,,female,-99.0,,0.0027225,2005,2005,0
1472,49,45,,latin_america_southern,m_all,,,female,-99.0,,0.0024206,2005,2005,0
1473,49,45,,asia_south,m_all,,,female,-99.0,,0.0045762,2005,2005,0
1474,49,45,,latin_america_andean,m_all,,,female,-99.0,,0.0026552,2005,2005,0
1475,49,45,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0099291,2005,2005,0
1476,49,45,,europe_central,m_all,,,female,-99.0,,0.0027708,2005,2005,0
1477,49,45,,north_america_high_income,m_all,,,female,-99.0,,0.0025201,2005,2005,0
1478,49,45,,caribbean,m_all,,,female,-99.0,,0.0042975,2005,2005,0
1479,49,45,,latin_america_tropical,m_all,,,female,-99.0,,0.0031371,2005,2005,0
1480,49,45,,latin_america_central,m_all,,,female,-99.0,,0.0027813,2005,2005,0
1481,49,45,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0132918,2005,2005,0
1482,49,45,,asia_central,m_all,,,female,-99.0,,0.0048089,2005,2005,0
1483,49,45,,europe_western,m_all,,,female,-99.0,,0.0017454,2005,2005,0
1484,54,50,,oceania,m_all,,,female,-99.0,,0.0143071,2005,2005,0
1485,54,50,,asia_southeast,m_all,,,female,-99.0,,0.005892,2005,2005,0
1486,54,50,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0021358,2005,2005,0
1487,54,50,,australasia,m_all,,,female,-99.0,,0.0022488,2005,2005,0
1488,54,50,,asia_central,m_all,,,female,-99.0,,0.0072169,2005,2005,0
1489,54,50,,latin_america_southern,m_all,,,female,-99.0,,0.0038393,2005,2005,0
1490,54,50,,caribbean,m_all,,,female,-99.0,,0.0061666,2005,2005,0
1491,54,50,,latin_america_central,m_all,,,female,-99.0,,0.0041815,2005,2005,0
1492,54,50,,north_america_high_income,m_all,,,female,-99.0,,0.003629,2005,2005,0
1493,54,50,,europe_western,m_all,,,female,-99.0,,0.002643,2005,2005,0
1494,54,50,,north_africa_middle_east,m_all,,,female,-99.0,,0.0057477,2005,2005,0
1495,54,50,,latin_america_andean,m_all,,,female,-99.0,,0.0038529,2005,2005,0
1496,54,50,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0125632,2005,2005,0
1497,54,50,,latin_america_tropical,m_all,,,female,-99.0,,0.0045909,2005,2005,0
1498,54,50,,europe_eastern,m_all,,,female,-99.0,,0.0077433,2005,2005,0
1499,54,50,,europe_central,m_all,,,female,-99.0,,0.0043044,2005,2005,0
1500,54,50,,asia_east,m_all,,,female,-99.0,,0.0042186,2005,2005,0
1501,54,50,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0132281,2005,2005,0
1502,54,50,,asia_south,m_all,,,female,-99.0,,0.0066811,2005,2005,0
1503,54,50,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0103365,2005,2005,0
1504,59,55,,north_africa_middle_east,m_all,,,female,-99.0,,0.0084012,2005,2005,0
1505,59,55,,oceania,m_all,,,female,-99.0,,0.0198997,2005,2005,0
1506,59,55,,europe_eastern,m_all,,,female,-99.0,,0.0113405,2005,2005,0
1507,59,55,,latin_america_andean,m_all,,,female,-99.0,,0.0057298,2005,2005,0
1508,59,55,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0159132,2005,2005,0
1509,59,55,,latin_america_tropical,m_all,,,female,-99.0,,0.0068614,2005,2005,0
1510,59,55,,asia_east,m_all,,,female,-99.0,,0.0063865,2005,2005,0
1511,59,55,,north_america_high_income,m_all,,,female,-99.0,,0.0054856,2005,2005,0
1512,59,55,,europe_western,m_all,,,female,-99.0,,0.0039268,2005,2005,0
1513,59,55,,asia_southeast,m_all,,,female,-99.0,,0.0085793,2005,2005,0
1514,59,55,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0171597,2005,2005,0
1515,59,55,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0030942,2005,2005,0
1516,59,55,,europe_central,m_all,,,female,-99.0,,0.006427,2005,2005,0
1517,59,55,,asia_central,m_all,,,female,-99.0,,0.0103345,2005,2005,0
1518,59,55,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0151584,2005,2005,0
1519,59,55,,latin_america_central,m_all,,,female,-99.0,,0.0066039,2005,2005,0
1520,59,55,,australasia,m_all,,,female,-99.0,,0.0034361,2005,2005,0
1521,59,55,,latin_america_southern,m_all,,,female,-99.0,,0.0057615,2005,2005,0
1522,59,55,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0133716,2005,2005,0
1523,59,55,,asia_south,m_all,,,female,-99.0,,0.010861,2005,2005,0
1524,64,60,,oceania,m_all,,,female,-99.0,,0.030441,2005,2005,0
1525,64,60,,asia_southeast,m_all,,,female,-99.0,,0.0136082,2005,2005,0
1526,64,60,,latin_america_tropical,m_all,,,female,-99.0,,0.0107329,2005,2005,0
1527,64,60,,asia_south,m_all,,,female,-99.0,,0.0175142,2005,2005,0
1528,64,60,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0210291,2005,2005,0
1529,64,60,,latin_america_andean,m_all,,,female,-99.0,,0.0090186,2005,2005,0
1530,64,60,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0202365,2005,2005,0
1531,64,60,,asia_east,m_all,,,female,-99.0,,0.0103802,2005,2005,0
1532,64,60,,europe_eastern,m_all,,,female,-99.0,,0.0155383,2005,2005,0
1533,64,60,,asia_central,m_all,,,female,-99.0,,0.016287,2005,2005,0
1534,64,60,,europe_central,m_all,,,female,-99.0,,0.0099364,2005,2005,0
1535,64,60,,north_africa_middle_east,m_all,,,female,-99.0,,0.013875,2005,2005,0
1536,64,60,,north_america_high_income,m_all,,,female,-99.0,,0.0087419,2005,2005,0
1537,64,60,,australasia,m_all,,,female,-99.0,,0.0055555,2005,2005,0
1538,64,60,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0278657,2005,2005,0
1539,64,60,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0243525,2005,2005,0
1540,64,60,,latin_america_central,m_all,,,female,-99.0,,0.0104129,2005,2005,0
1541,64,60,,europe_western,m_all,,,female,-99.0,,0.0058762,2005,2005,0
1542,64,60,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0045567,2005,2005,0
1543,64,60,,caribbean,m_all,,,female,-99.0,,0.0136831,2005,2005,0
1544,69,65,,caribbean,m_all,,,female,-99.0,,0.0208118,2005,2005,0
1545,69,65,,europe_central,m_all,,,female,-99.0,,0.0160102,2005,2005,0
1546,69,65,,asia_southeast,m_all,,,female,-99.0,,0.0209556,2005,2005,0
1547,69,65,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0347605,2005,2005,0
1548,69,65,,north_africa_middle_east,m_all,,,female,-99.0,,0.0209102,2005,2005,0
1549,69,65,,europe_eastern,m_all,,,female,-99.0,,0.0236727,2005,2005,0
1550,69,65,,europe_western,m_all,,,female,-99.0,,0.0092335,2005,2005,0
1551,69,65,,latin_america_southern,m_all,,,female,-99.0,,0.0129199,2005,2005,0
1552,69,65,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0072581,2005,2005,0
1553,69,65,,oceania,m_all,,,female,-99.0,,0.0460899,2005,2005,0
1554,69,65,,latin_america_tropical,m_all,,,female,-99.0,,0.0166201,2005,2005,0
1555,69,65,,asia_central,m_all,,,female,-99.0,,0.0248939,2005,2005,0
1556,69,65,,asia_east,m_all,,,female,-99.0,,0.0170781,2005,2005,0
1557,69,65,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0271914,2005,2005,0
1558,69,65,,latin_america_central,m_all,,,female,-99.0,,0.0163761,2005,2005,0
1559,69,65,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0299287,2005,2005,0
1560,69,65,,asia_south,m_all,,,female,-99.0,,0.0277088,2005,2005,0
1561,69,65,,latin_america_andean,m_all,,,female,-99.0,,0.0139637,2005,2005,0
1562,69,65,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0388342,2005,2005,0
1563,69,65,,north_america_high_income,m_all,,,female,-99.0,,0.0134351,2005,2005,0
1564,74,70,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0610185,2005,2005,0
1565,74,70,,europe_eastern,m_all,,,female,-99.0,,0.0381924,2005,2005,0
1566,74,70,,asia_southeast,m_all,,,female,-99.0,,0.034094,2005,2005,0
1567,74,70,,caribbean,m_all,,,female,-99.0,,0.0334486,2005,2005,0
1568,74,70,,asia_south,m_all,,,female,-99.0,,0.0446001,2005,2005,0
1569,74,70,,latin_america_tropical,m_all,,,female,-99.0,,0.0267698,2005,2005,0
1570,74,70,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0444983,2005,2005,0
1571,74,70,,latin_america_southern,m_all,,,female,-99.0,,0.0209515,2005,2005,0
1572,74,70,,asia_east,m_all,,,female,-99.0,,0.0295265,2005,2005,0
1573,74,70,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0476507,2005,2005,0
1574,74,70,,europe_western,m_all,,,female,-99.0,,0.0159222,2005,2005,0
1575,74,70,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0528929,2005,2005,0
1576,74,70,,north_africa_middle_east,m_all,,,female,-99.0,,0.034262,2005,2005,0
1577,74,70,,north_america_high_income,m_all,,,female,-99.0,,0.021214,2005,2005,0
1578,74,70,,asia_central,m_all,,,female,-99.0,,0.0402692,2005,2005,0
1579,74,70,,oceania,m_all,,,female,-99.0,,0.0709042,2005,2005,0
1580,74,70,,latin_america_andean,m_all,,,female,-99.0,,0.023198,2005,2005,0
1581,74,70,,europe_central,m_all,,,female,-99.0,,0.0279578,2005,2005,0
1582,74,70,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0125005,2005,2005,0
1583,74,70,,latin_america_central,m_all,,,female,-99.0,,0.0244752,2005,2005,0
1584,79,75,,caribbean,m_all,,,female,-99.0,,0.0510963,2005,2005,0
1585,79,75,,europe_western,m_all,,,female,-99.0,,0.029544,2005,2005,0
1586,79,75,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0842568,2005,2005,0
1587,79,75,,latin_america_southern,m_all,,,female,-99.0,,0.0359679,2005,2005,0
1588,79,75,,asia_southeast,m_all,,,female,-99.0,,0.055078,2005,2005,0
1589,79,75,,europe_central,m_all,,,female,-99.0,,0.0499705,2005,2005,0
1590,79,75,,asia_central,m_all,,,female,-99.0,,0.0637028,2005,2005,0
1591,79,75,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0708321,2005,2005,0
1592,79,75,,australasia,m_all,,,female,-99.0,,0.0265044,2005,2005,0
1593,79,75,,asia_east,m_all,,,female,-99.0,,0.050502,2005,2005,0
1594,79,75,,north_africa_middle_east,m_all,,,female,-99.0,,0.05484,2005,2005,0
1595,79,75,,europe_eastern,m_all,,,female,-99.0,,0.064976,2005,2005,0
1596,79,75,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0761488,2005,2005,0
1597,79,75,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0704789,2005,2005,0
1598,79,75,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0224553,2005,2005,0
1599,79,75,,asia_south,m_all,,,female,-99.0,,0.0653748,2005,2005,0
1600,79,75,,north_america_high_income,m_all,,,female,-99.0,,0.0341624,2005,2005,0
1601,79,75,,oceania,m_all,,,female,-99.0,,0.1036564,2005,2005,0
1602,79,75,,latin_america_tropical,m_all,,,female,-99.0,,0.0419932,2005,2005,0
1603,79,75,,latin_america_andean,m_all,,,female,-99.0,,0.0382205,2005,2005,0
1604,84,80,,oceania,m_all,,,female,-99.0,,0.1478727,2005,2005,0
1605,84,80,,latin_america_andean,m_all,,,female,-99.0,,0.0627055,2005,2005,0
1606,84,80,,asia_southeast,m_all,,,female,-99.0,,0.0899789,2005,2005,0
1607,84,80,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0428735,2005,2005,0
1608,84,80,,asia_east,m_all,,,female,-99.0,,0.0852527,2005,2005,0
1609,84,80,,europe_western,m_all,,,female,-99.0,,0.0581041,2005,2005,0
1610,84,80,,north_africa_middle_east,m_all,,,female,-99.0,,0.0896837,2005,2005,0
1611,84,80,,europe_central,m_all,,,female,-99.0,,0.0911931,2005,2005,0
1612,84,80,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.105467,2005,2005,0
1613,84,80,,north_america_high_income,m_all,,,female,-99.0,,0.0575867,2005,2005,0
1614,84,80,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.1104292,2005,2005,0
1615,84,80,,asia_south,m_all,,,female,-99.0,,0.094759,2005,2005,0
1616,84,80,,latin_america_central,m_all,,,female,-99.0,,0.0609029,2005,2005,0
1617,84,80,,australasia,m_all,,,female,-99.0,,0.0504005,2005,2005,0
1618,84,80,,caribbean,m_all,,,female,-99.0,,0.0855636,2005,2005,0
1619,84,80,,latin_america_tropical,m_all,,,female,-99.0,,0.06805,2005,2005,0
1620,84,80,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.100065,2005,2005,0
1621,84,80,,europe_eastern,m_all,,,female,-99.0,,0.1091992,2005,2005,0
1622,84,80,,asia_central,m_all,,,female,-99.0,,0.0974193,2005,2005,0
1623,84,80,,latin_america_southern,m_all,,,female,-99.0,,0.0643918,2005,2005,0
1624,89,85,,asia_south,m_all,,,female,-99.0,,0.1576482,2005,2005,0
1625,89,85,,oceania,m_all,,,female,-99.0,,0.2139985,2005,2005,0
1626,89,85,,europe_eastern,m_all,,,female,-99.0,,0.1745353,2005,2005,0
1627,89,85,,latin_america_andean,m_all,,,female,-99.0,,0.1140453,2005,2005,0
1628,89,85,,europe_central,m_all,,,female,-99.0,,0.1515545,2005,2005,0
1629,89,85,,latin_america_southern,m_all,,,female,-99.0,,0.1184387,2005,2005,0
1630,89,85,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.1635135,2005,2005,0
1631,89,85,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.1754971,2005,2005,0
1632,89,85,,asia_central,m_all,,,female,-99.0,,0.1600494,2005,2005,0
1633,89,85,,australasia,m_all,,,female,-99.0,,0.0987039,2005,2005,0
1634,89,85,,asia_east,m_all,,,female,-99.0,,0.1457433,2005,2005,0
1635,89,85,,asia_southeast,m_all,,,female,-99.0,,0.1491425,2005,2005,0
1636,89,85,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0855236,2005,2005,0
1637,89,85,,caribbean,m_all,,,female,-99.0,,0.141127,2005,2005,0
1638,89,85,,latin_america_tropical,m_all,,,female,-99.0,,0.1234222,2005,2005,0
1639,89,85,,north_africa_middle_east,m_all,,,female,-99.0,,0.1499554,2005,2005,0
1640,89,85,,latin_america_central,m_all,,,female,-99.0,,0.1133465,2005,2005,0
1641,89,85,,north_america_high_income,m_all,,,female,-99.0,,0.1091242,2005,2005,0
1642,89,85,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.1702834,2005,2005,0
1643,89,85,,europe_western,m_all,,,female,-99.0,,0.1101622,2005,2005,0
1644,94,90,,europe_western,m_all,,,female,-99.0,,0.1935652,2005,2005,0
1645,94,90,,australasia,m_all,,,female,-99.0,,0.1816418,2005,2005,0
1646,94,90,,europe_central,m_all,,,female,-99.0,,0.2391264,2005,2005,0
1647,94,90,,north_america_high_income,m_all,,,female,-99.0,,0.1939012,2005,2005,0
1648,94,90,,latin_america_tropical,m_all,,,female,-99.0,,0.209966,2005,2005,0
1649,94,90,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.2649569,2005,2005,0
1650,94,90,,europe_eastern,m_all,,,female,-99.0,,0.263975,2005,2005,0
1651,94,90,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.2522926,2005,2005,0
1652,94,90,,oceania,m_all,,,female,-99.0,,0.3029727,2005,2005,0
1653,94,90,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.2605108,2005,2005,0
1654,94,90,,north_africa_middle_east,m_all,,,female,-99.0,,0.2379683,2005,2005,0
1655,94,90,,asia_south,m_all,,,female,-99.0,,0.2470948,2005,2005,0
1656,94,90,,asia_southeast,m_all,,,female,-99.0,,0.2335953,2005,2005,0
1657,94,90,,asia_central,m_all,,,female,-99.0,,0.24986,2005,2005,0
1658,94,90,,asia_pacific_high_income,m_all,,,female,-99.0,,0.1638303,2005,2005,0
1659,94,90,,latin_america_central,m_all,,,female,-99.0,,0.1981015,2005,2005,0
1660,94,90,,asia_east,m_all,,,female,-99.0,,0.2340471,2005,2005,0
1661,94,90,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.2644623,2005,2005,0
1662,94,90,,caribbean,m_all,,,female,-99.0,,0.2252476,2005,2005,0
1663,94,90,,latin_america_southern,m_all,,,female,-99.0,,0.2042439,2005,2005,0
1664,99,95,,caribbean,m_all,,,female,-99.0,,0.3438334,2005,2005,0
1665,99,95,,asia_southeast,m_all,,,female,-99.0,,0.3505602,2005,2005,0
1666,99,95,,asia_pacific_high_income,m_all,,,female,-99.0,,0.2844291,2005,2005,0
1667,99,95,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.3713963,2005,2005,0
1668,99,95,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.3790055,2005,2005,0
1669,99,95,,asia_east,m_all,,,female,-99.0,,0.3540908,2005,2005,0
1670,99,95,,north_africa_middle_east,m_all,,,female,-99.0,,0.3571668,2005,2005,0
1671,99,95,,north_america_high_income,m_all,,,female,-99.0,,0.3164918,2005,2005,0
1672,99,95,,latin_america_southern,m_all,,,female,-99.0,,0.3266606,2005,2005,0
1673,99,95,,asia_central,m_all,,,female,-99.0,,0.3705517,2005,2005,0
1674,99,95,,oceania,m_all,,,female,-99.0,,0.4152669,2005,2005,0
1675,99,95,,europe_western,m_all,,,female,-99.0,,0.315303,2005,2005,0
1676,99,95,,latin_america_central,m_all,,,female,-99.0,,0.3198689,2005,2005,0
1677,99,95,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.3820854,2005,2005,0
1678,99,95,,latin_america_andean,m_all,,,female,-99.0,,0.31738,2005,2005,0
1679,99,95,,europe_eastern,m_all,,,female,-99.0,,0.3818939,2005,2005,0
1680,99,95,,latin_america_tropical,m_all,,,female,-99.0,,0.3321188,2005,2005,0
